JobKey,JobTitle,Occupation_Code,Job_Family,IndustryKey,ExperienceKey,AIImpactKey,WorkModeKey,SalaryAnalyticsKey,Job_Status,Description,Career_Path_Example
298,Graphic Designer 298,80-7496,HR,8,4,40,38,192,Transforming,Description for job 298,Specialist
299,HR Specialist 299,72-9067,Technology,72,1,25,3,4,Stable,Description for job 299,Senior Role
300,Customer Service Rep 300,28-2867,HR,26,1,21,4,18,Stable,Description for job 300,Senior Role
301,Data Scientist 301,81-2010,Sales,74,25,15,22,139,Emerging,Description for job 301,Management
302,Accountant 302,74-8491,HR,2,38,43,50,152,Transforming,Description for job 302,Management
303,Sales Director 303,70-8134,Operations,24,36,48,15,63,Declining,Description for job 303,Management
304,Nurse 304,50-9843,Operations,11,6,20,9,2,Declining,Description for job 304,Senior Role
305,Sales Director 305,31-4613,Finance,48,19,14,9,8,Declining,Description for job 305,Management
306,Data Scientist 306,62-8842,Finance,5,39,30,13,95,Transforming,Description for job 306,Senior Role
307,Financial Analyst 307,85-1704,HR,37,36,18,21,73,Transforming,Description for job 307,Management
308,Financial Analyst 308,73-3772,Marketing,47,2,50,19,97,Transforming,Description for job 308,Senior Role
309,AI Specialist 309,45-8323,Finance,27,18,11,47,50,Transforming,Description for job 309,Senior Role
310,Nurse 310,63-1089,Marketing,27,13,14,2,158,Declining,Description for job 310,Management
311,Accountant 311,18-4627,Operations,17,41,15,35,143,Declining,Description for job 311,Specialist
312,Customer Service Rep 312,85-9328,HR,56,32,7,44,78,Stable,Description for job 312,Specialist
313,Customer Service Rep 313,35-3056,Technology,100,43,24,29,179,Transforming,Description for job 313,Management
314,AI Specialist 314,33-9829,Operations,21,19,47,19,176,Emerging,Description for job 314,Specialist
315,Graphic Designer 315,10-5095,Finance,10,48,6,13,121,Emerging,Description for job 315,Specialist
316,HR Specialist 316,96-3912,Marketing,78,35,36,7,183,Emerging,Description for job 316,Specialist
317,Data Scientist 317,99-9111,Operations,21,50,27,46,156,Transforming,Description for job 317,Specialist
318,AI Specialist 318,48-8339,Marketing,21,15,4,5,182,Declining,Description for job 318,Senior Role
319,AI Specialist 319,29-2086,Operations,40,11,36,48,134,Emerging,Description for job 319,Senior Role
320,Marketing Manager 320,42-1343,HR,23,49,31,28,84,Declining,Description for job 320,Specialist
321,Machine Learning Engineer 321,21-1690,HR,1,5,6,26,151,Emerging,Description for job 321,Senior Role
322,Software Engineer 322,89-4387,Operations,63,48,13,12,144,Declining,Description for job 322,Senior Role
323,Nurse 323,36-8198,Finance,32,10,21,21,87,Emerging,Description for job 323,Specialist
324,Software Engineer 324,95-7137,Marketing,95,9,31,45,74,Emerging,Description for job 324,Specialist
325,Accountant 325,70-5263,Sales,24,41,41,34,28,Declining,Description for job 325,Management
326,Marketing Manager 326,65-7965,HR,33,25,17,29,93,Declining,Description for job 326,Specialist
327,Machine Learning Engineer 327,38-2002,Operations,26,4,32,25,50,Emerging,Description for job 327,Senior Role
328,Software Engineer 328,33-6688,Finance,17,27,31,30,169,Stable,Description for job 328,Management
329,Sales Director 329,78-5520,Operations,42,40,13,40,42,Stable,Description for job 329,Specialist
330,Customer Service Rep 330,88-3663,Marketing,25,4,7,43,121,Declining,Description for job 330,Senior Role
331,Financial Analyst 331,30-3168,HR,75,17,33,48,89,Stable,Description for job 331,Management
332,Truck Driver 332,47-8620,Marketing,6,2,25,44,164,Stable,Description for job 332,Management
333,Customer Service Rep 333,56-7354,Marketing,76,38,30,14,9,Transforming,Description for job 333,Management
334,Graphic Designer 334,86-4098,Sales,53,3,43,48,142,Emerging,Description for job 334,Management
335,Graphic Designer 335,10-1034,Technology,9,49,38,32,119,Emerging,Description for job 335,Specialist
336,Sales Director 336,12-4133,Technology,5,8,7,6,18,Emerging,Description for job 336,Senior Role
337,AI Specialist 337,98-5571,HR,31,45,16,42,51,Stable,Description for job 337,Specialist
338,Nurse 338,50-6331,Marketing,76,23,11,26,180,Stable,Description for job 338,Management
339,Graphic Designer 339,57-8658,Sales,96,18,30,30,130,Declining,Description for job 339,Management
340,AI Specialist 340,29-1688,Sales,77,49,12,7,24,Emerging,Description for job 340,Specialist
341,Truck Driver 341,50-2508,HR,41,11,19,39,174,Declining,Description for job 341,Senior Role
342,Financial Analyst 342,26-8654,Operations,16,44,22,33,1,Transforming,Description for job 342,Senior Role
343,AI Specialist 343,84-4333,Finance,20,20,40,15,170,Declining,Description for job 343,Senior Role
344,Graphic Designer 344,68-3909,Marketing,7,13,45,19,59,Stable,Description for job 344,Senior Role
345,Sales Director 345,15-3001,Technology,95,24,21,49,55,Stable,Description for job 345,Specialist
346,Machine Learning Engineer 346,48-3725,Technology,31,15,24,21,144,Transforming,Description for job 346,Senior Role
347,Data Scientist 347,94-8874,Technology,34,9,33,36,111,Declining,Description for job 347,Specialist
348,Truck Driver 348,10-2449,Marketing,95,19,43,36,14,Declining,Description for job 348,Management
349,Marketing Manager 349,39-8912,Finance,86,48,1,40,54,Declining,Description for job 349,Senior Role
350,Sales Director 350,34-8113,Marketing,47,1,28,16,98,Declining,Description for job 350,Senior Role
351,Nurse 351,22-5519,HR,8,30,5,35,110,Emerging,Description for job 351,Management
352,Nurse 352,84-8984,Technology,92,46,9,30,3,Emerging,Description for job 352,Management
353,Graphic Designer 353,94-4441,Operations,74,40,12,7,20,Declining,Description for job 353,Senior Role
354,Data Scientist 354,81-4774,Sales,17,25,6,42,97,Declining,Description for job 354,Senior Role
355,Sales Director 355,87-2104,Sales,41,24,20,25,174,Declining,Description for job 355,Specialist
356,Graphic Designer 356,93-7293,Marketing,86,28,46,2,58,Declining,Description for job 356,Management
357,Graphic Designer 357,52-1563,Operations,88,28,39,38,193,Declining,Description for job 357,Management
358,Marketing Manager 358,38-6928,Marketing,95,8,35,22,77,Transforming,Description for job 358,Management
359,HR Specialist 359,86-4442,Marketing,79,4,21,16,163,Emerging,Description for job 359,Senior Role
360,Graphic Designer 360,96-4495,Operations,52,49,9,46,195,Stable,Description for job 360,Senior Role
361,Nurse 361,21-8001,Finance,45,26,25,5,26,Transforming,Description for job 361,Senior Role
362,Truck Driver 362,90-2681,Marketing,8,29,46,40,195,Emerging,Description for job 362,Senior Role
363,Software Engineer 363,77-1321,Operations,4,6,17,44,73,Stable,Description for job 363,Specialist
364,Accountant 364,97-2766,Operations,64,6,47,50,74,Stable,Description for job 364,Specialist
365,HR Specialist 365,41-8373,HR,82,3,2,20,68,Declining,Description for job 365,Management
366,Data Scientist 366,97-8223,HR,86,3,16,39,182,Stable,Description for job 366,Management
367,Financial Analyst 367,88-4907,Technology,54,8,10,8,67,Stable,Description for job 367,Management
368,AI Specialist 368,65-5399,Finance,44,10,24,32,114,Stable,Description for job 368,Senior Role
369,AI Specialist 369,25-2623,Sales,4,46,5,2,165,Transforming,Description for job 369,Senior Role
370,Graphic Designer 370,67-3728,Operations,1,18,28,44,119,Stable,Description for job 370,Management
371,Customer Service Rep 371,43-3455,Sales,40,30,21,14,91,Transforming,Description for job 371,Senior Role
372,Customer Service Rep 372,17-5847,Finance,37,20,22,28,1,Declining,Description for job 372,Senior Role
373,Financial Analyst 373,93-5402,Marketing,45,27,20,19,88,Emerging,Description for job 373,Specialist
374,AI Specialist 374,68-9455,Marketing,76,34,33,17,23,Emerging,Description for job 374,Specialist
375,Marketing Manager 375,38-4638,Operations,25,49,40,35,32,Declining,Description for job 375,Specialist
376,Data Scientist 376,93-1271,Marketing,59,6,18,1,26,Stable,Description for job 376,Specialist
377,Financial Analyst 377,35-8239,HR,45,33,16,49,180,Stable,Description for job 377,Specialist
378,AI Specialist 378,71-8751,Finance,30,47,7,50,172,Stable,Description for job 378,Management
379,Customer Service Rep 379,71-6977,Sales,13,8,46,17,156,Stable,Description for job 379,Specialist
380,Nurse 380,84-4477,Technology,34,30,19,50,140,Emerging,Description for job 380,Specialist
381,Nurse 381,61-3198,HR,7,22,28,5,11,Stable,Description for job 381,Management
382,Data Scientist 382,14-2214,Finance,24,6,9,43,155,Emerging,Description for job 382,Senior Role
383,Sales Director 383,77-2813,Marketing,66,33,31,15,4,Emerging,Description for job 383,Senior Role
384,Software Engineer 384,34-3068,Operations,65,28,19,12,81,Emerging,Description for job 384,Senior Role
385,Accountant 385,41-4569,Operations,71,3,1,39,108,Transforming,Description for job 385,Senior Role
386,Data Scientist 386,31-4879,HR,67,6,7,37,60,Emerging,Description for job 386,Specialist
387,Customer Service Rep 387,83-5144,Technology,62,14,24,34,99,Declining,Description for job 387,Specialist
388,AI Specialist 388,10-6309,Sales,80,43,10,31,9,Declining,Description for job 388,Senior Role
389,Software Engineer 389,13-7945,Operations,30,33,21,34,24,Emerging,Description for job 389,Management
390,AI Specialist 390,27-4268,Marketing,61,19,44,35,26,Transforming,Description for job 390,Specialist
391,Nurse 391,51-8945,Marketing,26,19,42,50,23,Declining,Description for job 391,Senior Role
392,Accountant 392,77-3221,HR,23,1,3,29,77,Declining,Description for job 392,Management
393,AI Specialist 393,10-9612,Sales,60,31,11,25,172,Emerging,Description for job 393,Senior Role
394,Financial Analyst 394,21-3763,HR,25,47,23,12,93,Transforming,Description for job 394,Senior Role
395,Machine Learning Engineer 395,87-5007,Finance,33,29,17,28,87,Emerging,Description for job 395,Specialist
396,Software Engineer 396,63-8421,Finance,35,44,34,19,4,Emerging,Description for job 396,Specialist
397,Machine Learning Engineer 397,80-1287,Technology,12,39,2,3,173,Transforming,Description for job 397,Specialist
398,Truck Driver 398,19-7625,Marketing,52,18,3,25,38,Emerging,Description for job 398,Specialist
399,Sales Director 399,37-2764,Operations,41,50,34,35,166,Stable,Description for job 399,Management
400,Software Engineer 400,13-5399,Technology,94,4,15,17,194,Emerging,Description for job 400,Senior Role
401,Machine Learning Engineer 401,83-1231,Operations,3,4,40,2,174,Transforming,Description for job 401,Specialist
402,Accountant 402,35-5398,Sales,87,48,27,32,56,Transforming,Description for job 402,Specialist
403,Truck Driver 403,24-4790,Operations,58,49,25,45,129,Transforming,Description for job 403,Senior Role
404,Financial Analyst 404,54-7239,Sales,96,1,28,45,19,Declining,Description for job 404,Senior Role
405,Financial Analyst 405,85-6127,Operations,44,32,26,21,71,Transforming,Description for job 405,Management
406,AI Specialist 406,24-3967,Operations,64,44,7,1,82,Transforming,Description for job 406,Senior Role
407,Nurse 407,63-9005,HR,51,4,11,29,111,Stable,Description for job 407,Management
408,AI Specialist 408,46-6200,Operations,96,37,6,15,9,Emerging,Description for job 408,Specialist
409,Nurse 409,49-7360,Technology,45,9,30,6,38,Transforming,Description for job 409,Specialist
410,Software Engineer 410,64-2434,Sales,46,7,38,41,74,Transforming,Description for job 410,Senior Role
411,AI Specialist 411,97-7143,Finance,52,2,43,4,6,Transforming,Description for job 411,Specialist
412,AI Specialist 412,28-9274,Operations,27,36,25,27,18,Emerging,Description for job 412,Management
413,Accountant 413,86-5390,Operations,55,42,38,16,168,Transforming,Description for job 413,Management
414,Software Engineer 414,75-4662,Marketing,54,18,18,17,55,Transforming,Description for job 414,Management
415,Machine Learning Engineer 415,56-2606,Marketing,22,18,22,31,14,Emerging,Description for job 415,Senior Role
416,Graphic Designer 416,20-5169,Sales,55,34,25,11,156,Emerging,Description for job 416,Senior Role
417,Nurse 417,64-9127,Technology,60,8,33,3,71,Emerging,Description for job 417,Specialist
418,Marketing Manager 418,17-5633,HR,46,17,33,4,109,Declining,Description for job 418,Management
419,HR Specialist 419,93-8266,Marketing,87,37,8,8,46,Emerging,Description for job 419,Management
420,Financial Analyst 420,58-9603,HR,86,9,32,35,74,Stable,Description for job 420,Specialist
421,HR Specialist 421,18-3574,Technology,12,25,29,20,147,Emerging,Description for job 421,Management
422,Sales Director 422,10-1737,Sales,20,36,32,1,170,Transforming,Description for job 422,Management
423,Software Engineer 423,25-7388,Sales,37,34,49,10,4,Transforming,Description for job 423,Specialist
424,AI Specialist 424,11-9859,Technology,67,38,4,11,199,Stable,Description for job 424,Specialist
425,Graphic Designer 425,70-6577,Operations,12,37,28,33,184,Stable,Description for job 425,Senior Role
426,Truck Driver 426,70-1981,Sales,73,38,16,5,103,Declining,Description for job 426,Management
427,Data Scientist 427,16-3220,HR,86,15,5,30,110,Emerging,Description for job 427,Management
428,HR Specialist 428,85-7024,Technology,97,30,37,28,66,Stable,Description for job 428,Specialist
429,Machine Learning Engineer 429,55-2630,Marketing,6,34,16,10,152,Transforming,Description for job 429,Senior Role
430,Sales Director 430,53-9421,Marketing,55,42,3,39,100,Declining,Description for job 430,Senior Role
431,Graphic Designer 431,10-1872,HR,90,38,39,16,127,Declining,Description for job 431,Management
432,HR Specialist 432,34-2158,Operations,72,26,9,20,68,Stable,Description for job 432,Management
433,Marketing Manager 433,58-3561,Finance,64,6,15,20,17,Stable,Description for job 433,Senior Role
434,Financial Analyst 434,64-5643,Operations,25,2,14,10,195,Emerging,Description for job 434,Specialist
435,Data Scientist 435,75-8815,Sales,4,39,39,46,100,Transforming,Description for job 435,Senior Role
436,Graphic Designer 436,60-9831,Sales,45,25,10,4,25,Emerging,Description for job 436,Senior Role
437,Customer Service Rep 437,87-7372,Operations,57,24,35,20,124,Declining,Description for job 437,Specialist
438,Sales Director 438,83-5510,Operations,79,43,46,49,178,Transforming,Description for job 438,Specialist
439,Machine Learning Engineer 439,14-3028,Finance,96,49,23,15,150,Emerging,Description for job 439,Senior Role
440,Accountant 440,25-4979,HR,48,44,5,29,99,Stable,Description for job 440,Management
441,Truck Driver 441,84-3619,Technology,54,8,38,28,191,Declining,Description for job 441,Senior Role
442,Customer Service Rep 442,50-7641,Technology,32,36,34,23,155,Declining,Description for job 442,Senior Role
443,Customer Service Rep 443,10-2399,Finance,36,7,36,11,27,Transforming,Description for job 443,Specialist
444,Sales Director 444,14-7338,Finance,7,27,15,44,40,Declining,Description for job 444,Specialist
445,Marketing Manager 445,93-3491,HR,68,43,48,43,189,Stable,Description for job 445,Specialist
446,Software Engineer 446,77-4242,Technology,35,5,30,32,54,Emerging,Description for job 446,Management
447,Software Engineer 447,69-7716,Sales,17,15,50,31,102,Stable,Description for job 447,Senior Role
448,Customer Service Rep 448,71-5580,Sales,59,28,49,50,194,Stable,Description for job 448,Senior Role
449,Data Scientist 449,64-1012,HR,39,49,32,17,184,Declining,Description for job 449,Management
450,Graphic Designer 450,35-1863,Technology,9,43,17,20,85,Declining,Description for job 450,Specialist
451,Sales Director 451,11-3953,Finance,49,48,43,2,113,Stable,Description for job 451,Specialist
452,Accountant 452,75-2260,Technology,58,21,11,46,174,Transforming,Description for job 452,Management
453,AI Specialist 453,58-4088,Finance,71,18,29,5,21,Transforming,Description for job 453,Specialist
454,Accountant 454,22-3628,Technology,6,49,6,16,31,Transforming,Description for job 454,Management
455,Graphic Designer 455,36-5980,Technology,50,1,9,18,11,Stable,Description for job 455,Specialist
456,Data Scientist 456,79-3023,Operations,16,41,41,29,54,Declining,Description for job 456,Senior Role
457,Accountant 457,39-7187,Finance,4,49,16,15,133,Emerging,Description for job 457,Management
458,Nurse 458,74-2634,Marketing,76,17,43,28,195,Declining,Description for job 458,Senior Role
459,Sales Director 459,92-7430,Technology,99,47,44,10,121,Transforming,Description for job 459,Management
460,Machine Learning Engineer 460,19-5297,Finance,40,6,45,49,93,Transforming,Description for job 460,Specialist
461,Marketing Manager 461,29-6762,Finance,64,8,22,47,117,Emerging,Description for job 461,Management
462,Customer Service Rep 462,33-2512,Marketing,77,14,48,9,136,Transforming,Description for job 462,Management
463,Machine Learning Engineer 463,46-5934,Marketing,53,9,28,26,34,Transforming,Description for job 463,Management
464,Data Scientist 464,71-1302,Marketing,27,6,41,13,152,Emerging,Description for job 464,Specialist
465,Data Scientist 465,90-8524,Technology,56,18,14,29,145,Emerging,Description for job 465,Specialist
466,Accountant 466,26-5855,HR,96,22,33,27,184,Stable,Description for job 466,Senior Role
467,Data Scientist 467,69-1139,Marketing,81,36,7,19,177,Emerging,Description for job 467,Senior Role
468,Machine Learning Engineer 468,48-2230,Sales,58,31,49,1,81,Declining,Description for job 468,Management
469,Machine Learning Engineer 469,50-9394,Marketing,32,15,41,11,15,Emerging,Description for job 469,Senior Role
470,Customer Service Rep 470,19-2618,Operations,50,18,13,40,62,Transforming,Description for job 470,Management
471,Marketing Manager 471,88-2533,Marketing,32,14,1,48,169,Stable,Description for job 471,Management
472,Accountant 472,17-8615,Technology,4,41,4,34,104,Declining,Description for job 472,Senior Role
473,Marketing Manager 473,99-4429,Operations,75,27,29,18,30,Stable,Description for job 473,Management
474,Software Engineer 474,68-5893,Technology,83,32,43,19,19,Emerging,Description for job 474,Senior Role
475,Truck Driver 475,76-6834,Finance,65,39,23,40,167,Transforming,Description for job 475,Management
476,Nurse 476,98-1383,Sales,13,7,50,50,35,Stable,Description for job 476,Management
477,Graphic Designer 477,50-2408,HR,68,11,13,47,84,Stable,Description for job 477,Senior Role
478,Machine Learning Engineer 478,27-8860,HR,43,22,24,17,31,Emerging,Description for job 478,Management
479,Graphic Designer 479,43-8078,Finance,94,18,45,28,38,Stable,Description for job 479,Management
480,AI Specialist 480,31-5096,Marketing,84,13,2,22,25,Emerging,Description for job 480,Senior Role
481,Marketing Manager 481,58-5212,HR,2,35,50,31,114,Transforming,Description for job 481,Management
482,HR Specialist 482,20-3082,Operations,13,48,50,29,91,Stable,Description for job 482,Specialist
483,HR Specialist 483,94-4244,Sales,12,7,27,7,17,Transforming,Description for job 483,Management
484,Nurse 484,92-2513,Sales,82,8,41,3,73,Stable,Description for job 484,Management
485,Accountant 485,52-6882,Marketing,50,13,16,4,126,Stable,Description for job 485,Management
486,Graphic Designer 486,43-1754,Finance,8,11,45,18,39,Emerging,Description for job 486,Management
487,Graphic Designer 487,99-5096,Marketing,55,29,9,5,13,Emerging,Description for job 487,Management
488,Customer Service Rep 488,80-5137,Sales,9,33,47,28,162,Emerging,Description for job 488,Senior Role
489,Truck Driver 489,32-2864,Marketing,88,31,27,26,136,Declining,Description for job 489,Specialist
490,Truck Driver 490,61-2434,Technology,31,39,10,8,114,Declining,Description for job 490,Management
491,Sales Director 491,15-2532,Marketing,15,28,1,8,33,Declining,Description for job 491,Specialist
492,Marketing Manager 492,98-9986,HR,21,40,35,3,193,Transforming,Description for job 492,Specialist
493,Accountant 493,72-8048,Finance,84,16,14,3,179,Transforming,Description for job 493,Management
494,Truck Driver 494,90-1271,Sales,16,16,42,32,18,Stable,Description for job 494,Specialist
495,Software Engineer 495,38-1716,Technology,24,25,38,21,90,Declining,Description for job 495,Management
496,Marketing Manager 496,54-7250,Sales,35,17,4,16,107,Emerging,Description for job 496,Management
497,Software Engineer 497,99-4770,Finance,69,6,10,13,167,Transforming,Description for job 497,Senior Role
498,Software Engineer 498,48-5626,Marketing,15,47,44,49,196,Stable,Description for job 498,Specialist
499,Graphic Designer 499,30-1126,Operations,37,18,48,21,66,Declining,Description for job 499,Management
500,Accountant 500,24-2556,Sales,34,35,25,32,146,Transforming,Description for job 500,Senior Role
501,Nurse 501,39-3457,Sales,58,3,12,14,52,Transforming,Description for job 501,Specialist
502,Marketing Manager 502,60-2691,Operations,79,18,14,19,47,Transforming,Description for job 502,Specialist
503,Machine Learning Engineer 503,19-3659,Marketing,42,24,43,12,84,Declining,Description for job 503,Senior Role
504,HR Specialist 504,50-4145,Sales,80,41,44,40,48,Declining,Description for job 504,Specialist
505,AI Specialist 505,24-7303,Marketing,68,4,45,37,72,Declining,Description for job 505,Specialist
506,Nurse 506,64-9756,Sales,54,31,41,29,38,Transforming,Description for job 506,Management
507,Machine Learning Engineer 507,45-7841,HR,61,46,22,32,139,Transforming,Description for job 507,Management
508,Customer Service Rep 508,62-1529,Technology,43,28,7,13,17,Transforming,Description for job 508,Specialist
509,Data Scientist 509,72-3076,Finance,43,8,12,10,86,Emerging,Description for job 509,Specialist
510,Data Scientist 510,50-1375,Marketing,52,42,19,19,144,Emerging,Description for job 510,Specialist
511,Graphic Designer 511,84-7382,Operations,65,37,48,32,116,Stable,Description for job 511,Specialist
512,Nurse 512,94-3223,Marketing,15,50,27,31,194,Declining,Description for job 512,Senior Role
513,Accountant 513,72-5764,HR,14,7,31,9,20,Emerging,Description for job 513,Senior Role
514,Customer Service Rep 514,24-4370,Finance,26,48,2,8,165,Declining,Description for job 514,Management
515,AI Specialist 515,13-2165,Finance,4,29,43,28,35,Declining,Description for job 515,Management
516,Nurse 516,33-5556,Operations,73,44,36,20,15,Stable,Description for job 516,Management
517,Accountant 517,14-8959,Marketing,24,4,34,31,142,Transforming,Description for job 517,Senior Role
518,Graphic Designer 518,21-4197,Operations,10,13,21,47,106,Stable,Description for job 518,Specialist
519,Accountant 519,27-7721,Marketing,27,24,33,24,147,Declining,Description for job 519,Senior Role
520,Truck Driver 520,29-6009,Technology,29,32,5,8,47,Emerging,Description for job 520,Senior Role
521,Software Engineer 521,15-3638,Operations,50,40,31,34,179,Emerging,Description for job 521,Senior Role
522,Sales Director 522,44-9362,Finance,80,25,40,26,12,Declining,Description for job 522,Management
523,AI Specialist 523,52-4601,Finance,82,38,5,42,38,Transforming,Description for job 523,Management
524,Data Scientist 524,86-6551,Sales,33,44,25,43,109,Declining,Description for job 524,Specialist
525,Software Engineer 525,24-1456,HR,44,10,37,37,136,Transforming,Description for job 525,Management
526,Software Engineer 526,86-9206,Technology,63,14,18,45,79,Emerging,Description for job 526,Specialist
527,Software Engineer 527,10-7166,Operations,55,37,49,12,59,Transforming,Description for job 527,Senior Role
528,Truck Driver 528,91-3494,Marketing,52,43,15,5,170,Emerging,Description for job 528,Senior Role
529,HR Specialist 529,69-3450,Sales,4,33,29,30,11,Stable,Description for job 529,Management
530,Customer Service Rep 530,17-9990,HR,1,35,41,38,22,Stable,Description for job 530,Management
531,Financial Analyst 531,65-6385,HR,7,36,13,45,32,Declining,Description for job 531,Specialist
532,AI Specialist 532,83-7743,Operations,66,39,42,46,13,Declining,Description for job 532,Senior Role
533,Truck Driver 533,22-9863,Technology,58,21,28,10,46,Declining,Description for job 533,Specialist
534,Accountant 534,66-4782,Technology,26,37,15,14,59,Emerging,Description for job 534,Specialist
535,Financial Analyst 535,66-9722,Marketing,71,2,34,49,23,Transforming,Description for job 535,Senior Role
536,Accountant 536,39-9321,HR,43,5,25,37,127,Emerging,Description for job 536,Specialist
537,Data Scientist 537,26-8772,HR,6,42,37,31,68,Emerging,Description for job 537,Specialist
538,Software Engineer 538,76-3695,Sales,91,17,22,29,111,Transforming,Description for job 538,Management
539,Software Engineer 539,54-1453,Operations,33,9,38,18,36,Declining,Description for job 539,Management
540,Truck Driver 540,92-7798,Sales,84,48,46,39,44,Declining,Description for job 540,Specialist
541,Financial Analyst 541,46-1891,Marketing,94,17,24,5,59,Emerging,Description for job 541,Management
542,Nurse 542,65-8151,Finance,45,50,45,14,46,Emerging,Description for job 542,Specialist
543,Machine Learning Engineer 543,58-4910,Finance,77,45,22,32,54,Emerging,Description for job 543,Specialist
544,Graphic Designer 544,21-1770,Technology,99,36,33,36,139,Stable,Description for job 544,Specialist
545,Financial Analyst 545,22-6566,Sales,56,9,46,1,137,Stable,Description for job 545,Senior Role
546,Marketing Manager 546,53-3318,HR,95,42,14,38,152,Emerging,Description for job 546,Specialist
547,Data Scientist 547,62-1353,HR,72,11,20,44,93,Declining,Description for job 547,Management
548,Data Scientist 548,17-3600,Sales,46,23,9,39,114,Stable,Description for job 548,Specialist
549,Customer Service Rep 549,53-2382,Technology,49,12,35,34,29,Transforming,Description for job 549,Specialist
550,Truck Driver 550,96-3551,Finance,17,4,44,9,1,Transforming,Description for job 550,Management
551,Financial Analyst 551,58-8685,Finance,15,9,1,39,100,Transforming,Description for job 551,Senior Role
552,Marketing Manager 552,94-5224,Marketing,47,7,6,27,111,Transforming,Description for job 552,Senior Role
553,AI Specialist 553,31-1124,Sales,49,32,34,8,182,Transforming,Description for job 553,Senior Role
554,Marketing Manager 554,70-5273,Marketing,76,40,47,8,42,Stable,Description for job 554,Management
555,Truck Driver 555,96-5243,Marketing,86,29,24,41,41,Transforming,Description for job 555,Management
556,Machine Learning Engineer 556,86-4377,Operations,83,37,40,10,88,Declining,Description for job 556,Senior Role
557,Machine Learning Engineer 557,43-6261,Technology,31,5,19,2,59,Emerging,Description for job 557,Management
558,AI Specialist 558,17-4089,Technology,41,34,10,20,45,Stable,Description for job 558,Senior Role
559,HR Specialist 559,53-2673,Operations,25,30,20,40,111,Stable,Description for job 559,Management
560,AI Specialist 560,35-4010,Finance,7,26,8,24,72,Declining,Description for job 560,Specialist
561,Sales Director 561,13-8037,Sales,18,50,20,31,180,Emerging,Description for job 561,Senior Role
562,Financial Analyst 562,64-2505,HR,19,6,3,47,48,Emerging,Description for job 562,Management
563,Machine Learning Engineer 563,25-3538,Operations,58,7,23,45,167,Transforming,Description for job 563,Specialist
564,Accountant 564,50-5757,Sales,90,39,49,44,122,Declining,Description for job 564,Management
565,Financial Analyst 565,89-4849,Technology,5,6,10,13,13,Emerging,Description for job 565,Senior Role
566,HR Specialist 566,23-4537,Technology,69,27,28,19,21,Stable,Description for job 566,Management
567,Financial Analyst 567,30-5265,Marketing,33,50,6,30,100,Stable,Description for job 567,Senior Role
568,Marketing Manager 568,59-9922,HR,51,25,38,17,53,Emerging,Description for job 568,Management
569,Financial Analyst 569,42-6687,Operations,39,43,41,14,25,Stable,Description for job 569,Specialist
570,Accountant 570,17-5438,Marketing,94,43,18,12,122,Transforming,Description for job 570,Specialist
571,HR Specialist 571,18-7859,Finance,63,37,44,40,32,Stable,Description for job 571,Senior Role
572,Customer Service Rep 572,63-2670,Sales,69,11,49,24,193,Stable,Description for job 572,Specialist
573,Sales Director 573,89-8337,Marketing,28,17,49,36,154,Stable,Description for job 573,Specialist
574,Accountant 574,65-4299,Operations,39,14,46,45,197,Declining,Description for job 574,Specialist
575,HR Specialist 575,93-2030,Technology,45,19,35,35,97,Transforming,Description for job 575,Senior Role
576,Graphic Designer 576,94-2409,Operations,79,10,3,3,61,Emerging,Description for job 576,Specialist
577,Software Engineer 577,45-1260,Technology,45,32,13,16,179,Stable,Description for job 577,Senior Role
578,HR Specialist 578,58-5164,Operations,94,22,13,1,167,Transforming,Description for job 578,Specialist
579,Customer Service Rep 579,39-6091,HR,15,10,16,30,86,Declining,Description for job 579,Specialist
580,Financial Analyst 580,91-4408,Technology,52,21,49,14,164,Declining,Description for job 580,Specialist
581,Sales Director 581,36-3930,Finance,36,35,6,12,173,Transforming,Description for job 581,Senior Role
582,Graphic Designer 582,97-2656,Operations,97,21,48,41,160,Emerging,Description for job 582,Specialist
583,Financial Analyst 583,18-2177,Marketing,93,23,39,2,183,Emerging,Description for job 583,Specialist
584,Truck Driver 584,71-2502,HR,9,26,2,30,199,Stable,Description for job 584,Senior Role
585,Truck Driver 585,49-8136,Marketing,65,50,43,25,87,Declining,Description for job 585,Management
586,Accountant 586,98-8419,Technology,99,9,17,38,75,Stable,Description for job 586,Management
587,Nurse 587,71-5156,Sales,8,13,11,26,55,Stable,Description for job 587,Specialist
588,AI Specialist 588,32-2923,HR,49,46,9,10,193,Stable,Description for job 588,Senior Role
589,Sales Director 589,77-5935,Finance,50,30,45,45,121,Declining,Description for job 589,Senior Role
590,Accountant 590,76-2852,Marketing,17,6,26,28,52,Declining,Description for job 590,Senior Role
591,Sales Director 591,74-2439,Technology,27,26,5,28,174,Emerging,Description for job 591,Management
592,HR Specialist 592,69-9769,Sales,81,48,20,38,199,Stable,Description for job 592,Specialist
593,Graphic Designer 593,71-8319,Sales,3,11,26,30,184,Declining,Description for job 593,Management
594,Machine Learning Engineer 594,58-3130,Operations,91,31,10,35,79,Declining,Description for job 594,Management
595,Graphic Designer 595,40-2173,Technology,65,34,38,30,81,Emerging,Description for job 595,Senior Role
596,Financial Analyst 596,77-8142,Finance,66,35,36,50,43,Stable,Description for job 596,Specialist
