CompanyKey,CompanyName,CompanySize,Primary_Industry,Headquarters_LocationKey,Stock_Ticker,Website_URL,AI_Maturity_Level,Annual_Revenue_USD,Employee_Count,Founding_Year,Is_Public
429,Company 429 Inc.,1001-5000,Media,314,NQA,http://www.company429.com,Leader,92229695552,185813,2006,True
430,Company 430 Inc.,51-200,Healthcare,38,OQA,http://www.company430.com,Explorer,88018182032,183146,1950,False
431,Company 431 Inc.,"5001-10,000",Manufacturing,30,PQA,http://www.company431.com,Exploiter,37931666586,11210,1969,True
432,Company 432 Inc.,1-50,Finance,799,QQA,http://www.company432.com,Exploiter,86297221188,35674,2002,False
433,Company 433 Inc.,1-50,Technology,161,RQA,http://www.company433.com,Leader,90692303450,89621,2005,True
434,Company 434 Inc.,51-200,Healthcare,406,SQA,http://www.company434.com,Leader,7038337343,189514,2018,True
435,Company 435 Inc.,201-500,Healthcare,132,TQA,http://www.company435.com,Leader,95598082834,166918,1973,True
436,Company 436 Inc.,"5001-10,000",Retail,423,UQA,http://www.company436.com,Explorer,92850037809,118377,1970,True
437,Company 437 Inc.,1001-5000,Finance,385,VQA,http://www.company437.com,Exploiter,13861638774,153839,2007,True
438,Company 438 Inc.,"10,001+",Manufacturing,209,WQA,http://www.company438.com,Leader,9833229463,151230,1950,True
439,Company 439 Inc.,"10,001+",Transportation,335,XQA,http://www.company439.com,Explorer,71535138086,25182,1975,True
440,Company 440 Inc.,1001-5000,Media,487,YQA,http://www.company440.com,Leader,4840649550,27849,2008,True
441,Company 441 Inc.,501-1000,Transportation,744,ZQA,http://www.company441.com,Explorer,23046677288,21759,1999,False
442,Company 442 Inc.,"10,001+",Manufacturing,347,ARA,http://www.company442.com,Leader,66954131706,121162,1975,False
443,Company 443 Inc.,1001-5000,Transportation,351,BRA,http://www.company443.com,Leader,80905383366,30149,1950,True
444,Company 444 Inc.,201-500,Transportation,359,CRA,http://www.company444.com,Leader,55246399985,14412,1957,True
445,Company 445 Inc.,"10,001+",Healthcare,694,DRA,http://www.company445.com,Leader,95228475256,7613,2018,False
446,Company 446 Inc.,1001-5000,Media,234,ERA,http://www.company446.com,Leader,26420799652,48322,1991,True
447,Company 447 Inc.,51-200,Education,724,FRA,http://www.company447.com,Leader,97439965488,112019,1961,False
448,Company 448 Inc.,1001-5000,Technology,120,GRA,http://www.company448.com,Exploiter,59277001617,92421,2007,False
449,Company 449 Inc.,1001-5000,Technology,1000,HRA,http://www.company449.com,Explorer,34199637804,133800,1974,True
450,Company 450 Inc.,201-500,Healthcare,496,IRA,http://www.company450.com,Exploiter,26846322016,100154,2010,True
451,Company 451 Inc.,501-1000,Education,336,JRA,http://www.company451.com,Explorer,82695382940,50467,1978,False
452,Company 452 Inc.,"5001-10,000",Retail,294,KRA,http://www.company452.com,Leader,57328479802,59029,1953,False
453,Company 453 Inc.,1001-5000,Technology,772,LRA,http://www.company453.com,Leader,50298522669,149600,2008,True
454,Company 454 Inc.,51-200,Retail,582,MRA,http://www.company454.com,Exploiter,13700957931,149271,1956,True
455,Company 455 Inc.,1-50,Transportation,953,NRA,http://www.company455.com,Explorer,60267425780,138617,1998,True
456,Company 456 Inc.,"10,001+",Retail,933,ORA,http://www.company456.com,Leader,42820080672,129195,2007,True
457,Company 457 Inc.,51-200,Healthcare,892,PRA,http://www.company457.com,Leader,82531512489,4088,1975,True
458,Company 458 Inc.,"5001-10,000",Finance,384,QRA,http://www.company458.com,Exploiter,44432767696,178339,2013,True
459,Company 459 Inc.,1001-5000,Transportation,193,RRA,http://www.company459.com,Leader,18727417828,197318,1982,True
460,Company 460 Inc.,1-50,Retail,532,SRA,http://www.company460.com,Exploiter,39679729401,147982,1997,False
461,Company 461 Inc.,"5001-10,000",Transportation,215,TRA,http://www.company461.com,Explorer,35328972853,46772,1955,True
462,Company 462 Inc.,501-1000,Technology,433,URA,http://www.company462.com,Leader,49192501431,115333,1979,False
463,Company 463 Inc.,1001-5000,Media,637,VRA,http://www.company463.com,Exploiter,78806911768,25100,2018,True
464,Company 464 Inc.,"10,001+",Retail,431,WRA,http://www.company464.com,Leader,31487425678,144949,1992,True
465,Company 465 Inc.,1001-5000,Transportation,909,XRA,http://www.company465.com,Explorer,46114107011,61152,1972,True
466,Company 466 Inc.,1-50,Healthcare,441,YRA,http://www.company466.com,Explorer,64676080898,78443,1977,False
467,Company 467 Inc.,51-200,Technology,688,ZRA,http://www.company467.com,Explorer,99225598854,82780,2002,True
468,Company 468 Inc.,"10,001+",Transportation,573,ASA,http://www.company468.com,Exploiter,69011644892,42810,1986,True
469,Company 469 Inc.,"10,001+",Manufacturing,886,BSA,http://www.company469.com,Leader,37934899075,138580,1998,True
470,Company 470 Inc.,1-50,Healthcare,321,CSA,http://www.company470.com,Explorer,44194278204,172637,1981,True
471,Company 471 Inc.,201-500,Manufacturing,352,DSA,http://www.company471.com,Leader,73253430589,72799,2003,True
472,Company 472 Inc.,1001-5000,Technology,452,ESA,http://www.company472.com,Exploiter,93186410347,73521,2011,False
473,Company 473 Inc.,51-200,Transportation,54,FSA,http://www.company473.com,Exploiter,43430564720,115205,1988,True
474,Company 474 Inc.,"5001-10,000",Finance,783,GSA,http://www.company474.com,Leader,55816411864,61980,1956,False
475,Company 475 Inc.,201-500,Technology,625,HSA,http://www.company475.com,Exploiter,60838252040,68125,1983,True
476,Company 476 Inc.,"10,001+",Finance,424,ISA,http://www.company476.com,Explorer,11439786489,65317,2013,True
477,Company 477 Inc.,"10,001+",Healthcare,758,JSA,http://www.company477.com,Exploiter,76335064729,160865,1973,True
478,Company 478 Inc.,"10,001+",Transportation,462,KSA,http://www.company478.com,Exploiter,98546928879,197496,1972,False
479,Company 479 Inc.,"5001-10,000",Transportation,815,LSA,http://www.company479.com,Explorer,84838966827,61820,2004,False
480,Company 480 Inc.,"5001-10,000",Retail,46,MSA,http://www.company480.com,Explorer,69250337048,3863,1967,False
481,Company 481 Inc.,201-500,Healthcare,159,NSA,http://www.company481.com,Explorer,69808687830,138978,1982,False
482,Company 482 Inc.,501-1000,Technology,553,OSA,http://www.company482.com,Explorer,13732040551,95705,1986,True
483,Company 483 Inc.,201-500,Transportation,427,PSA,http://www.company483.com,Exploiter,99070144772,167679,1968,True
484,Company 484 Inc.,501-1000,Education,966,QSA,http://www.company484.com,Explorer,36901558111,33292,1961,False
485,Company 485 Inc.,501-1000,Technology,707,RSA,http://www.company485.com,Leader,77919796426,101246,1960,False
486,Company 486 Inc.,201-500,Healthcare,511,SSA,http://www.company486.com,Leader,41054802533,43113,2003,False
487,Company 487 Inc.,201-500,Finance,956,TSA,http://www.company487.com,Leader,31809826407,146875,1950,True
488,Company 488 Inc.,1-50,Education,879,USA,http://www.company488.com,Exploiter,6574552098,115640,1952,False
489,Company 489 Inc.,501-1000,Transportation,958,VSA,http://www.company489.com,Exploiter,32177520894,12028,1996,True
490,Company 490 Inc.,"10,001+",Transportation,938,WSA,http://www.company490.com,Explorer,81076306464,6846,1988,False
491,Company 491 Inc.,"5001-10,000",Technology,930,XSA,http://www.company491.com,Explorer,33055969098,80539,2016,False
492,Company 492 Inc.,"5001-10,000",Manufacturing,256,YSA,http://www.company492.com,Leader,34185243057,122494,1992,False
493,Company 493 Inc.,501-1000,Education,956,ZSA,http://www.company493.com,Exploiter,10484798556,178589,1973,True
494,Company 494 Inc.,"5001-10,000",Healthcare,982,ATA,http://www.company494.com,Explorer,31625899760,6611,1978,True
495,Company 495 Inc.,"10,001+",Healthcare,131,BTA,http://www.company495.com,Explorer,14415848595,108790,1950,False
496,Company 496 Inc.,201-500,Media,74,CTA,http://www.company496.com,Explorer,21186375730,183601,2008,False
497,Company 497 Inc.,51-200,Finance,519,DTA,http://www.company497.com,Explorer,75795096904,182295,1979,False
498,Company 498 Inc.,1-50,Finance,375,ETA,http://www.company498.com,Leader,67012611041,23788,2001,False
499,Company 499 Inc.,1-50,Finance,576,FTA,http://www.company499.com,Exploiter,58918970868,5160,2017,True
500,Company 500 Inc.,"10,001+",Finance,59,GTA,http://www.company500.com,Explorer,96695479592,149935,2013,False
501,Company 501 Inc.,"10,001+",Media,274,HTA,http://www.company501.com,Explorer,85439027326,11579,1996,False
502,Company 502 Inc.,"10,001+",Finance,324,ITA,http://www.company502.com,Exploiter,50862367579,32668,1969,False
503,Company 503 Inc.,51-200,Retail,22,JTA,http://www.company503.com,Exploiter,21607835046,77972,1988,False
504,Company 504 Inc.,1001-5000,Education,239,KTA,http://www.company504.com,Explorer,51589748302,65398,1975,True
505,Company 505 Inc.,1001-5000,Finance,31,LTA,http://www.company505.com,Explorer,76048848080,134499,2014,False
506,Company 506 Inc.,1001-5000,Technology,579,MTA,http://www.company506.com,Leader,82330462549,101955,1957,True
507,Company 507 Inc.,501-1000,Education,354,NTA,http://www.company507.com,Exploiter,52014045167,103945,1951,False
508,Company 508 Inc.,1001-5000,Media,798,OTA,http://www.company508.com,Exploiter,21701519697,181401,1969,True
509,Company 509 Inc.,1001-5000,Media,972,PTA,http://www.company509.com,Explorer,85422913161,189945,1973,True
510,Company 510 Inc.,501-1000,Transportation,433,QTA,http://www.company510.com,Explorer,98808817756,26305,1953,True
511,Company 511 Inc.,501-1000,Manufacturing,492,RTA,http://www.company511.com,Explorer,12702473475,145807,2019,False
512,Company 512 Inc.,"10,001+",Finance,360,STA,http://www.company512.com,Exploiter,94271508692,68855,1970,True
513,Company 513 Inc.,"10,001+",Education,57,TTA,http://www.company513.com,Explorer,91321263015,71196,2001,True
514,Company 514 Inc.,1001-5000,Healthcare,968,UTA,http://www.company514.com,Explorer,85696109945,177792,1968,True
515,Company 515 Inc.,1-50,Media,149,VTA,http://www.company515.com,Leader,35913394063,131390,2001,False
516,Company 516 Inc.,"10,001+",Education,280,WTA,http://www.company516.com,Leader,87999011853,85948,1952,True
517,Company 517 Inc.,"10,001+",Retail,445,XTA,http://www.company517.com,Leader,71174870315,73533,1975,False
518,Company 518 Inc.,51-200,Retail,475,YTA,http://www.company518.com,Leader,29901615700,46245,2003,True
519,Company 519 Inc.,"5001-10,000",Manufacturing,392,ZTA,http://www.company519.com,Explorer,47411502263,20062,1973,True
520,Company 520 Inc.,51-200,Finance,975,AUA,http://www.company520.com,Explorer,96119576642,55731,1969,True
521,Company 521 Inc.,"10,001+",Manufacturing,60,BUA,http://www.company521.com,Explorer,35633181794,47412,1997,True
522,Company 522 Inc.,201-500,Retail,347,CUA,http://www.company522.com,Explorer,58592154808,92318,1982,True
523,Company 523 Inc.,1-50,Education,53,DUA,http://www.company523.com,Exploiter,35844017415,87971,1986,False
524,Company 524 Inc.,"5001-10,000",Education,724,EUA,http://www.company524.com,Leader,60741374250,167706,1953,False
525,Company 525 Inc.,1-50,Transportation,552,FUA,http://www.company525.com,Leader,38178870598,65801,2018,True
526,Company 526 Inc.,51-200,Manufacturing,822,GUA,http://www.company526.com,Explorer,480693873,168453,1999,False
527,Company 527 Inc.,1001-5000,Technology,321,HUA,http://www.company527.com,Leader,77331489372,193286,1987,True
528,Company 528 Inc.,51-200,Finance,912,IUA,http://www.company528.com,Leader,16892566954,126020,1986,True
529,Company 529 Inc.,1001-5000,Media,891,JUA,http://www.company529.com,Exploiter,9861187960,39257,2000,False
530,Company 530 Inc.,"10,001+",Finance,294,KUA,http://www.company530.com,Explorer,76309872804,107840,2019,True
531,Company 531 Inc.,"10,001+",Retail,194,LUA,http://www.company531.com,Explorer,40926320268,57643,1976,False
532,Company 532 Inc.,1-50,Retail,416,MUA,http://www.company532.com,Exploiter,15693622441,174010,2016,True
533,Company 533 Inc.,201-500,Education,661,NUA,http://www.company533.com,Explorer,73868848471,67085,1976,True
534,Company 534 Inc.,201-500,Transportation,758,OUA,http://www.company534.com,Exploiter,40552223022,193259,1997,True
535,Company 535 Inc.,"5001-10,000",Manufacturing,140,PUA,http://www.company535.com,Exploiter,79633792085,161656,1952,False
536,Company 536 Inc.,201-500,Education,408,QUA,http://www.company536.com,Exploiter,77278933712,19849,1953,True
537,Company 537 Inc.,"10,001+",Transportation,7,RUA,http://www.company537.com,Explorer,57769578350,150863,2016,True
538,Company 538 Inc.,"10,001+",Healthcare,29,SUA,http://www.company538.com,Leader,31715886905,119543,1995,True
539,Company 539 Inc.,201-500,Media,375,TUA,http://www.company539.com,Explorer,52943318137,195607,1970,True
540,Company 540 Inc.,51-200,Education,885,UUA,http://www.company540.com,Leader,98636704864,42510,2010,True
541,Company 541 Inc.,51-200,Media,836,VUA,http://www.company541.com,Leader,67482418518,163014,2015,False
542,Company 542 Inc.,201-500,Retail,775,WUA,http://www.company542.com,Explorer,39314096264,166747,2004,False
543,Company 543 Inc.,1-50,Media,169,XUA,http://www.company543.com,Exploiter,58089639858,60903,1957,False
544,Company 544 Inc.,51-200,Technology,869,YUA,http://www.company544.com,Leader,85361624995,652,2000,False
545,Company 545 Inc.,1-50,Healthcare,304,ZUA,http://www.company545.com,Exploiter,86494294604,173125,1974,True
546,Company 546 Inc.,201-500,Manufacturing,609,AVA,http://www.company546.com,Leader,28237909486,100959,1957,False
547,Company 547 Inc.,51-200,Finance,434,BVA,http://www.company547.com,Leader,5069756146,198749,2012,False
548,Company 548 Inc.,501-1000,Manufacturing,324,CVA,http://www.company548.com,Explorer,66037421987,64119,2004,False
549,Company 549 Inc.,"10,001+",Education,804,DVA,http://www.company549.com,Leader,64078110577,67275,1957,True
550,Company 550 Inc.,501-1000,Media,946,EVA,http://www.company550.com,Exploiter,69727321708,6390,2006,False
551,Company 551 Inc.,501-1000,Healthcare,740,FVA,http://www.company551.com,Exploiter,74536120000,79326,2017,True
552,Company 552 Inc.,"5001-10,000",Manufacturing,5,GVA,http://www.company552.com,Leader,45084343080,122462,1986,False
553,Company 553 Inc.,1001-5000,Retail,492,HVA,http://www.company553.com,Exploiter,36733487842,36482,1983,False
554,Company 554 Inc.,1-50,Healthcare,762,IVA,http://www.company554.com,Leader,94556260688,48589,1981,True
555,Company 555 Inc.,201-500,Healthcare,406,JVA,http://www.company555.com,Leader,11440509579,188122,2012,False
556,Company 556 Inc.,1001-5000,Media,4,KVA,http://www.company556.com,Exploiter,56471007789,83113,1982,True
557,Company 557 Inc.,1001-5000,Media,551,LVA,http://www.company557.com,Exploiter,26042443594,185550,1994,False
558,Company 558 Inc.,501-1000,Transportation,653,MVA,http://www.company558.com,Exploiter,91307869241,50776,2009,True
559,Company 559 Inc.,201-500,Education,510,NVA,http://www.company559.com,Leader,45640839957,127050,2010,True
560,Company 560 Inc.,1001-5000,Education,856,OVA,http://www.company560.com,Exploiter,2801499060,102928,1965,True
561,Company 561 Inc.,201-500,Retail,673,PVA,http://www.company561.com,Leader,50480427676,1681,2004,False
562,Company 562 Inc.,1-50,Transportation,60,QVA,http://www.company562.com,Explorer,59153849720,63422,1961,True
563,Company 563 Inc.,"5001-10,000",Retail,964,RVA,http://www.company563.com,Exploiter,37803584700,5970,2009,False
564,Company 564 Inc.,51-200,Technology,594,SVA,http://www.company564.com,Leader,40286429059,87749,2001,True
565,Company 565 Inc.,1-50,Finance,20,TVA,http://www.company565.com,Exploiter,75343509138,75028,1981,True
566,Company 566 Inc.,"5001-10,000",Retail,368,UVA,http://www.company566.com,Exploiter,57434467171,14291,1967,False
567,Company 567 Inc.,1-50,Finance,956,VVA,http://www.company567.com,Exploiter,37264331234,31468,2019,False
568,Company 568 Inc.,51-200,Transportation,316,WVA,http://www.company568.com,Exploiter,30515485115,136944,1977,False
569,Company 569 Inc.,201-500,Manufacturing,274,XVA,http://www.company569.com,Leader,79572355676,64838,1978,True
570,Company 570 Inc.,1-50,Transportation,593,YVA,http://www.company570.com,Leader,14493621528,139565,1982,True
571,Company 571 Inc.,"10,001+",Education,105,ZVA,http://www.company571.com,Leader,85044293564,176612,1960,False
572,Company 572 Inc.,1001-5000,Media,732,AWA,http://www.company572.com,Leader,5269936531,82458,1959,True
573,Company 573 Inc.,1-50,Education,212,BWA,http://www.company573.com,Leader,43486684088,148481,1973,True
574,Company 574 Inc.,1001-5000,Transportation,10,CWA,http://www.company574.com,Exploiter,42162096164,25247,2000,False
575,Company 575 Inc.,"5001-10,000",Healthcare,154,DWA,http://www.company575.com,Leader,2022895118,15475,1961,True
576,Company 576 Inc.,"5001-10,000",Manufacturing,883,EWA,http://www.company576.com,Explorer,48594033515,102479,2007,True
577,Company 577 Inc.,"5001-10,000",Manufacturing,24,FWA,http://www.company577.com,Exploiter,54920957235,152684,1960,True
578,Company 578 Inc.,"5001-10,000",Media,653,GWA,http://www.company578.com,Explorer,14417687416,11903,1970,True
579,Company 579 Inc.,1-50,Education,116,HWA,http://www.company579.com,Exploiter,87059029214,59567,1993,True
580,Company 580 Inc.,1001-5000,Technology,703,IWA,http://www.company580.com,Explorer,13574463327,55048,1987,True
581,Company 581 Inc.,51-200,Healthcare,322,JWA,http://www.company581.com,Exploiter,13269229367,107665,1960,True
582,Company 582 Inc.,201-500,Education,405,KWA,http://www.company582.com,Exploiter,71173818279,36020,1956,False
583,Company 583 Inc.,501-1000,Transportation,953,LWA,http://www.company583.com,Explorer,66119965618,26511,1954,True
584,Company 584 Inc.,"5001-10,000",Education,13,MWA,http://www.company584.com,Explorer,913214919,65593,1974,False
585,Company 585 Inc.,1-50,Manufacturing,440,NWA,http://www.company585.com,Explorer,61266392630,134531,1957,True
586,Company 586 Inc.,1001-5000,Retail,68,OWA,http://www.company586.com,Leader,53716380913,26437,2004,True
587,Company 587 Inc.,1-50,Media,767,PWA,http://www.company587.com,Explorer,44758638800,73809,1997,True
588,Company 588 Inc.,51-200,Technology,851,QWA,http://www.company588.com,Leader,8153230689,105957,1979,True
589,Company 589 Inc.,"5001-10,000",Technology,117,RWA,http://www.company589.com,Explorer,64622487580,82024,1970,True
590,Company 590 Inc.,"10,001+",Technology,511,SWA,http://www.company590.com,Leader,38729735316,109830,2016,False
591,Company 591 Inc.,201-500,Education,787,TWA,http://www.company591.com,Exploiter,82622164805,52724,1982,True
592,Company 592 Inc.,"10,001+",Healthcare,695,UWA,http://www.company592.com,Explorer,87461351591,49928,2004,False
593,Company 593 Inc.,501-1000,Technology,701,VWA,http://www.company593.com,Exploiter,55762591962,113069,1971,False
594,Company 594 Inc.,201-500,Education,818,WWA,http://www.company594.com,Explorer,84163155935,43144,1954,True
595,Company 595 Inc.,"5001-10,000",Finance,141,XWA,http://www.company595.com,Explorer,63031991377,33635,1977,False
596,Company 596 Inc.,501-1000,Technology,671,YWA,http://www.company596.com,Leader,62589001245,34217,1962,True
597,Company 597 Inc.,"10,001+",Media,249,ZWA,http://www.company597.com,Explorer,71870111789,155138,2006,True
598,Company 598 Inc.,"10,001+",Education,418,AXA,http://www.company598.com,Exploiter,14984855435,27652,2006,False
599,Company 599 Inc.,"10,001+",Finance,830,BXA,http://www.company599.com,Leader,80336418962,159668,1953,True
600,Company 600 Inc.,51-200,Technology,304,CXA,http://www.company600.com,Exploiter,56206460826,117081,1992,True
601,Company 601 Inc.,51-200,Finance,790,DXA,http://www.company601.com,Explorer,83811358128,71203,1984,True
602,Company 602 Inc.,201-500,Technology,327,EXA,http://www.company602.com,Explorer,44601787364,91310,1985,False
603,Company 603 Inc.,501-1000,Media,138,FXA,http://www.company603.com,Leader,88882645991,135821,1953,True
604,Company 604 Inc.,51-200,Finance,329,GXA,http://www.company604.com,Exploiter,55992604879,144162,2002,True
605,Company 605 Inc.,501-1000,Transportation,108,HXA,http://www.company605.com,Exploiter,1327365790,13828,2013,True
606,Company 606 Inc.,1-50,Technology,316,IXA,http://www.company606.com,Explorer,24647334730,102473,1984,False
607,Company 607 Inc.,1-50,Media,425,JXA,http://www.company607.com,Leader,41537096749,116990,1972,False
608,Company 608 Inc.,501-1000,Transportation,791,KXA,http://www.company608.com,Exploiter,41759342629,109287,1986,False
609,Company 609 Inc.,"5001-10,000",Media,599,LXA,http://www.company609.com,Leader,53823392099,124973,1998,False
610,Company 610 Inc.,"10,001+",Finance,614,MXA,http://www.company610.com,Exploiter,60639958519,112649,2011,True
611,Company 611 Inc.,"10,001+",Retail,176,NXA,http://www.company611.com,Explorer,91860912407,129679,1955,True
612,Company 612 Inc.,"10,001+",Technology,858,OXA,http://www.company612.com,Explorer,18730071067,89172,1961,True
613,Company 613 Inc.,"10,001+",Education,133,PXA,http://www.company613.com,Exploiter,93828450982,129422,1990,True
614,Company 614 Inc.,"10,001+",Healthcare,955,QXA,http://www.company614.com,Explorer,7632379892,57650,1996,True
615,Company 615 Inc.,201-500,Education,865,RXA,http://www.company615.com,Leader,79549164711,152175,2016,False
616,Company 616 Inc.,51-200,Transportation,481,SXA,http://www.company616.com,Leader,86243898722,36932,1971,False
617,Company 617 Inc.,201-500,Finance,407,TXA,http://www.company617.com,Explorer,58324619107,50325,1972,True
618,Company 618 Inc.,501-1000,Education,13,UXA,http://www.company618.com,Leader,69787034923,129920,2012,False
619,Company 619 Inc.,"5001-10,000",Media,857,VXA,http://www.company619.com,Explorer,65630282608,65482,1967,True
620,Company 620 Inc.,"10,001+",Media,271,WXA,http://www.company620.com,Leader,77300910362,162891,1970,True
621,Company 621 Inc.,1-50,Technology,60,XXA,http://www.company621.com,Leader,20579445621,146055,1967,False
622,Company 622 Inc.,1001-5000,Retail,86,YXA,http://www.company622.com,Exploiter,72530433001,164507,2018,True
623,Company 623 Inc.,"10,001+",Technology,98,ZXA,http://www.company623.com,Leader,87093236167,9898,2010,False
624,Company 624 Inc.,"5001-10,000",Education,966,AYA,http://www.company624.com,Explorer,3867180620,98713,1991,True
625,Company 625 Inc.,"10,001+",Education,13,BYA,http://www.company625.com,Explorer,13699523396,75991,2017,False
626,Company 626 Inc.,201-500,Technology,224,CYA,http://www.company626.com,Exploiter,93250387634,183793,2014,False
627,Company 627 Inc.,51-200,Healthcare,399,DYA,http://www.company627.com,Exploiter,14493495726,89901,1965,False
628,Company 628 Inc.,"5001-10,000",Finance,412,EYA,http://www.company628.com,Exploiter,90849851911,138947,2000,True
629,Company 629 Inc.,1-50,Manufacturing,217,FYA,http://www.company629.com,Leader,19496587329,135026,2006,False
630,Company 630 Inc.,501-1000,Manufacturing,432,GYA,http://www.company630.com,Leader,49093058129,122881,2019,False
631,Company 631 Inc.,1001-5000,Retail,240,HYA,http://www.company631.com,Explorer,63816310116,106406,1977,False
632,Company 632 Inc.,1001-5000,Finance,883,IYA,http://www.company632.com,Exploiter,29248602949,100732,1976,False
633,Company 633 Inc.,201-500,Manufacturing,145,JYA,http://www.company633.com,Leader,45819620783,31242,1959,True
634,Company 634 Inc.,1-50,Healthcare,585,KYA,http://www.company634.com,Explorer,19872731699,138565,1988,False
635,Company 635 Inc.,51-200,Retail,75,LYA,http://www.company635.com,Explorer,99488832682,31938,1959,False
636,Company 636 Inc.,1001-5000,Transportation,626,MYA,http://www.company636.com,Exploiter,94943517663,83431,1966,False
637,Company 637 Inc.,201-500,Transportation,382,NYA,http://www.company637.com,Exploiter,50190667822,19453,1984,False
638,Company 638 Inc.,501-1000,Retail,18,OYA,http://www.company638.com,Explorer,42837635803,7075,1993,False
639,Company 639 Inc.,51-200,Retail,34,PYA,http://www.company639.com,Leader,26634187265,102011,1963,False
640,Company 640 Inc.,501-1000,Transportation,769,QYA,http://www.company640.com,Explorer,98665993459,64244,2018,False
641,Company 641 Inc.,"10,001+",Retail,603,RYA,http://www.company641.com,Explorer,36953826362,84700,1954,True
642,Company 642 Inc.,1001-5000,Retail,12,SYA,http://www.company642.com,Explorer,59341573495,149590,1993,True
643,Company 643 Inc.,"10,001+",Retail,753,TYA,http://www.company643.com,Explorer,97847566311,14413,1991,False
644,Company 644 Inc.,"5001-10,000",Technology,570,UYA,http://www.company644.com,Explorer,93895611084,18067,1950,True
645,Company 645 Inc.,"5001-10,000",Technology,754,VYA,http://www.company645.com,Leader,58527576508,2659,1977,False
646,Company 646 Inc.,1001-5000,Finance,809,WYA,http://www.company646.com,Explorer,22556270429,60973,1966,True
647,Company 647 Inc.,"10,001+",Education,569,XYA,http://www.company647.com,Leader,88663788921,157340,1980,True
648,Company 648 Inc.,501-1000,Technology,474,YYA,http://www.company648.com,Explorer,91789659759,105049,1985,True
649,Company 649 Inc.,501-1000,Manufacturing,199,ZYA,http://www.company649.com,Leader,10443626693,103358,1991,True
650,Company 650 Inc.,51-200,Healthcare,676,AZA,http://www.company650.com,Exploiter,66486736640,102040,1994,True
651,Company 651 Inc.,201-500,Technology,10,BZA,http://www.company651.com,Leader,69655320665,126008,1999,True
652,Company 652 Inc.,201-500,Manufacturing,168,CZA,http://www.company652.com,Leader,82822200380,36076,2008,False
653,Company 653 Inc.,1001-5000,Finance,861,DZA,http://www.company653.com,Exploiter,85296282164,100947,1978,False
654,Company 654 Inc.,51-200,Retail,765,EZA,http://www.company654.com,Exploiter,64415288464,3538,1952,False
655,Company 655 Inc.,1001-5000,Healthcare,380,FZA,http://www.company655.com,Exploiter,77159320500,128546,1969,True
656,Company 656 Inc.,"5001-10,000",Healthcare,532,GZA,http://www.company656.com,Exploiter,19875932097,183438,1968,True
657,Company 657 Inc.,"10,001+",Manufacturing,732,HZA,http://www.company657.com,Explorer,25527018575,15051,2017,True
658,Company 658 Inc.,201-500,Technology,393,IZA,http://www.company658.com,Leader,74362563334,192068,1981,False
659,Company 659 Inc.,"10,001+",Manufacturing,283,JZA,http://www.company659.com,Explorer,568859785,122322,1963,False
660,Company 660 Inc.,"10,001+",Education,675,KZA,http://www.company660.com,Leader,35565209395,106260,2010,False
661,Company 661 Inc.,"10,001+",Manufacturing,630,LZA,http://www.company661.com,Leader,71106286378,28713,2009,False
662,Company 662 Inc.,1-50,Education,534,MZA,http://www.company662.com,Leader,40940252154,84118,2017,True
663,Company 663 Inc.,1-50,Media,686,NZA,http://www.company663.com,Leader,33384678699,2818,1966,True
664,Company 664 Inc.,1-50,Transportation,118,OZA,http://www.company664.com,Exploiter,58906075733,120048,1999,False
665,Company 665 Inc.,501-1000,Finance,205,PZA,http://www.company665.com,Exploiter,43087619109,35877,1957,False
666,Company 666 Inc.,201-500,Manufacturing,130,QZA,http://www.company666.com,Leader,19310307807,113639,1993,True
667,Company 667 Inc.,"10,001+",Technology,941,RZA,http://www.company667.com,Exploiter,43484387369,190430,2005,True
668,Company 668 Inc.,201-500,Healthcare,593,SZA,http://www.company668.com,Exploiter,79898648136,38266,2014,False
669,Company 669 Inc.,"5001-10,000",Technology,793,TZA,http://www.company669.com,Explorer,8052974107,107285,1992,False
670,Company 670 Inc.,1-50,Education,250,UZA,http://www.company670.com,Leader,91621040575,122225,1950,False
671,Company 671 Inc.,"5001-10,000",Retail,304,VZA,http://www.company671.com,Leader,1582064605,66530,1963,True
672,Company 672 Inc.,501-1000,Healthcare,604,WZA,http://www.company672.com,Explorer,43742738278,196489,1962,False
673,Company 673 Inc.,1-50,Finance,101,XZA,http://www.company673.com,Leader,73224122889,176952,2002,False
674,Company 674 Inc.,201-500,Media,78,YZA,http://www.company674.com,Leader,76750090132,174568,1994,True
675,Company 675 Inc.,501-1000,Technology,72,ZZA,http://www.company675.com,Explorer,26239808434,198170,1975,True
676,Company 676 Inc.,501-1000,Education,585,AAB,http://www.company676.com,Leader,32584416525,181958,2013,False
677,Company 677 Inc.,1001-5000,Finance,859,BAB,http://www.company677.com,Exploiter,97111009110,167704,2001,False
678,Company 678 Inc.,1-50,Education,404,CAB,http://www.company678.com,Exploiter,21405334874,92282,1987,True
679,Company 679 Inc.,1001-5000,Education,55,DAB,http://www.company679.com,Explorer,35932098400,192752,1989,True
680,Company 680 Inc.,1-50,Retail,335,EAB,http://www.company680.com,Leader,11511348270,35565,2013,False
681,Company 681 Inc.,51-200,Retail,70,FAB,http://www.company681.com,Explorer,8652649254,32355,1990,True
682,Company 682 Inc.,1-50,Finance,684,GAB,http://www.company682.com,Explorer,62601240693,197894,1986,False
